sample_id,size,gc,md5,organism,taxid,rep_type(s),rep_type_accession(s),relaxase_type(s),relaxase_type_accession(s),mpf_type,mpf_type_accession(s),orit_type(s),orit_accession(s),predicted_mobility,primary_cluster_id,primary_dist,secondary_cluster_id,secondary_dist
MK649825,273676,46.55030036,916855a6d4f80c0e3e63379e973a1d7a,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","CP024497_00001,JN420336",MOBH,NC_016980_00239,,,,,,AA405,0.06,AI436,0.025
NC_016980,267242,46.69962057,5473d16efa0bbdb06e40e004ec9c37bb,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","CP024497_00001,JN420336",MOBH,NC_016980_00239,,,,,,AA405,0.06,AI439,0.025
CP034681,296653,46.48899556,af470adfc48640857eec5e888dc1663e,Klebsiella quasipneumoniae,1463165,"IncFIB,IncHI1B","CP024497_00001,JN420336",MOBH,NC_016980_00239,,,,,,AA405,0.06,AI446,0.025
CP020848,347748,47.30235688,a9bd160564eb13d04c5594ee574d8ba0,Klebsiella variicola,244366,"IncFIB,IncHI1B","CP024497_00001,JN420336",MOBH,NC_016980_00239,,,,,,AA405,0.06,AI450,0.025
CP011314,361964,47.99814346,bfc42a0bd3f4f7eb1c5e26dd903f23a6,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncHI1B,IncQ1","CP024497_00001,JN420336,000195__NC_013728_00014",MOBH,NC_016980_00239,,,,,,AA405,0.06,AI447,0.025
CP040595,277162,51.13688024,78831352f6fb5abfafa004b8fc2bfb3e,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336","MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA406,0.06,AI451,0.025
CP025640,190470,50.21105686,723cb0b036fda236a94a13b9d7aea69f,Klebsiella pneumoniae,573,IncHI1B,JN420336,-,-,,,,,,AA406,0.06,AI453,0.025
CP029227,130876,50.92759559,5eed4af02bf3db4d7aaebb64c3d6a7c5,Klebsiella pneumoniae,573,IncHI1B,JN420336,-,-,,,,,,AA406,0.06,AI452,0.025
AP019666,166700,49.83803239,0c4ee1e6e67695fb161a4bb4bc38947a,Klebsiella pneumoniae,573,IncFIB,000107__CP014778_00094,-,-,,,,,,AA406,0.06,AI454,0.025
CP018338,202175,49.52293805,6b1f291691bfc18e71475787c35d556d,Klebsiella pneumoniae,573,IncFIB,000107__CP014778_00094,-,-,,,,,,AA406,0.06,AI454,0.025
CP023135,211454,49.6240317,d2c6be929996b45158baf92e00520d94,Klebsiella pneumoniae subsp. pneumoniae,72407,IncFIB,000107__CP014778_00094,-,-,,,,,,AA406,0.06,AI454,0.025
CP026166,211437,49.63984544,48822f53d8be676e29b70e5f1fcc1130,Klebsiella pneumoniae,573,IncFIB,000107__CP014778_00094,-,-,,,,,,AA406,0.06,AI454,0.025
CP030270,236809,49.99598833,479b4df20ebd5cbf92c84a66cdcc4a8f,Klebsiella pneumoniae subsp. pneumoniae,72407,IncFIB,000107__CP014778_00094,-,-,,,,,,AA406,0.06,AI454,0.025
CP035906,216620,49.4395716,c76f1e4b9092135ab705af3ebfa83a33,Klebsiella pneumoniae,573,IncFIB,000107__CP014778_00094,-,-,,,,,,AA406,0.06,AI454,0.025
CP036191,216586,49.44456244,a0e575eca0cdb19420a5d967d28452a7,Klebsiella pneumoniae,573,IncFIB,000107__CP014778_00094,-,-,,,,,,AA406,0.06,AI454,0.025
CP041024,202516,49.91309329,0a901cb95501c0ee59c2146cb047a81c,Klebsiella pneumoniae,573,IncFIB,000107__CP014778_00094,-,-,,,,,,AA406,0.06,AI454,0.025
MK715436,211807,49.6914644,90b18a433a13565994e2d8da24a3788d,Klebsiella pneumoniae subsp. pneumoniae,72407,IncFIB,000107__CP014778_00094,-,-,,,,,,AA406,0.06,AI454,0.025
MN058044,202517,49.91334061,6052b4ed436e86cb444e7af6a25d820e,Klebsiella pneumoniae,573,IncFIB,000107__CP014778_00094,-,-,,,,,,AA406,0.06,AI454,0.025
CP031258,212635,49.66021586,9d568b001fef513ebbdaa3b2ac9e04e3,Klebsiella quasipneumoniae,1463165,IncFIB,000107__CP014778_00094,-,-,,,,,,AA406,0.06,AI454,0.025
CP035384,357837,51.00618438,e39468b4501ed4f189eeb1f8221a9e03,Klebsiella pneumoniae,573,"IncFIB,IncFII,IncHI1B,rep_cluster_1418,rep_cluster_2183","000107__CP014778_00094,000130__CP023489,JN420336,000759__NC_013950_00034,CP017721_00179","MOBF,MOBF","CP035180_00077,NC_021231_00058",,,,,,AA406,0.06,AI453,0.025
LR134211,205331,50.19651197,f2e1b2ade98c0f1670396bb86018bccf,Klebsiella aerogenes,548,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
LR134257,224165,50.16751054,331e32d9cc04c6f71ed95f3913603373,Klebsiella aerogenes,548,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
AP006726,224152,50.16818944,68dc15d3ba6fd6b3ff8f3f6c508578f9,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,484021,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
AP019549,228290,50.09899689,2c03b02cbefa3855bf803edfbf777781,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
AY378100,219385,50.34710668,9ff9c03ed057667060577c31004e246b,Klebsiella pneumoniae CG43,1244085,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP002911,202852,50.16958176,edfcebd4e50e5300de69f572600558e5,Klebsiella pneumoniae KCTC 2242,1049565,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP014009,224263,50.11660417,b1deb471a8c28f3c9256f57fef8143b9,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP014011,228907,50.09676419,e3f76f9fbc72e10118f2c51bb869d76d,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP016815,212770,50.10151807,6d8279d1afab0007c766663db685d4b0,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP019049,228613,50.04964722,82821a15dbccfdecd5f6625f27decf49,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP024708,237216,50.03583232,af867508162fb42ba43ce20aca8d1926,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP025081,231583,50.15350868,4ff07107d7493b09ccaa73cf087fed84,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP025632,169967,50.87399319,e3b7d92e8a747bef828704d16bf3c656,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI453,0.025
CP025634,172768,49.59020189,25e04cb5b17adfc8c1d8099b262c90fe,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI453,0.025
CP025642,197806,50.10869236,76b16df734909b627229a32dfff0f2f7,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP026012,224152,50.16908169,985bd1f3675b47df3334fbf322736f43,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP026022,193176,50.36805814,a8a7feb7ce88e553dacf0355b744fab3,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI453,0.025
CP026024,229796,50.10313495,fbdfed2c138e08750ca874e5488e6bc5,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP026587,215697,50.45364562,2b386cd3a23dc4b6ccf79bbcd6ad8694,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP028390,208166,49.70696463,762baec53bcbd878130c0f41a28c6c94,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP028916,148366,50.9651807,7328c7ea316b0f1ae935fd575f075359,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI455,0.025
CP029218,177991,50.4789568,d3e95fc6db15151111b8e6eb1dde402e,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI452,0.025
CP029221,217870,49.94308533,aa15046c98f22a90b1c8ec224c5486a1,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI453,0.025
CP029228,177614,50.44422174,83de5f7d0ef2fcb91e780f9d5a5644bd,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI452,0.025
CP029383,178741,49.3658422,f6f61004ad2c2fae0b16529b9ae44bd1,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI453,0.025
CP030924,196000,50.53316327,cd1fc91b66eb7d54cc864fe7279f3326,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP032164,207409,50.3724525,11719999cd4aa780f9ae583c9d83cbd8,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI453,0.025
CP033955,198087,50.10121815,48413fa2fe73d71138c3da3372e17942,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI453,0.025
CP033961,145683,49.9969111,ca68694c7acad4dcdaf54eed6cdbd145,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI452,0.025
CP034083,229648,50.08404166,7c8a8b7505c8cddbe4ef821081514e4a,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP034124,200216,50.19628801,41f24a57bfbd056768fe9fc2db07b263,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI453,0.025
CP034776,218147,50.46367816,64eb68b5560d2c374620bbe869e139cb,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP037743,227239,50.06755002,a26fa9c355b842e39a6f17070fbee781,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP040534,177790,50.4567186,ba9bd593796542621ff1f2b5a1ccde1c,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI452,0.025
CP040540,178154,50.4905868,119b8a228d4be9891f215a004f2c78af,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI452,0.025
CP040546,177694,50.45133769,7a7573588bc25e2e4b4781aa7d884a3f,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI452,0.025
CP041374,197415,50.04482942,23658184f1822dc7060b75c327e61622,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI453,0.025
KY070306,237216,50.03583232,af867508162fb42ba43ce20aca8d1926,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
MF398271,238153,50.29245905,6c3cca32af95768f3a1e5284a46d7249,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
MF437313,178154,50.4905868,119b8a228d4be9891f215a004f2c78af,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI452,0.025
MF943217,208166,49.70840579,774f8aa0fa7e3fcad95a926102ad4db9,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
MF993442,193176,50.36805814,a8a7feb7ce88e553dacf0355b744fab3,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI453,0.025
MG053312,233470,50.29425622,6e427bb37d2a00d293b658e0eb103f0c,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
MH255828,188437,49.89359839,5142342717d256414034213990e9d76b,Klebsiella pneumoniae subsp. pneumoniae,72407,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI453,0.025
MH263654,215940,49.88700565,a9e81fca068626237db285aa9c8cb521,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI453,0.025
MK649822,182805,50.36678428,8e8182d77228c18d40862f11b63e39c1,Klebsiella pneumoniae,573,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI451,0.025
NC_005249,219385,50.34710668,9ff9c03ed057667060577c31004e246b,Klebsiella pneumoniae CG43,1244085,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
NC_017541,202852,50.16958176,edfcebd4e50e5300de69f572600558e5,Klebsiella pneumoniae KCTC 2242,1049565,"IncFIB,IncHI1B","000107__CP014778_00094,JN420336",-,-,,,,,,AA406,0.06,AI454,0.025
CP000965,187922,47.15147774,7b91bf95e572a728148afff35092af80,Klebsiella variicola,244366,IncFIB,000107__CP014778_00094,-,-,,,,,,AA407,0.06,AI456,0.025
NC_011282,187922,47.15147774,7b91bf95e572a728148afff35092af80,Klebsiella variicola,244366,IncFIB,000107__CP014778_00094,-,-,,,,,,AA407,0.06,AI456,0.025
CP031796,169772,49.04165587,01f340e214eb0f7afaff1a11073a0eb2,Klebsiella pneumoniae,573,IncFIB,000107__CP014778_00094,MOBH,CP023978_00085,,,,,,AA408,0.06,AI457,0.025
CP031887,59051,29.74547425,324f13b3887033ce958ec4f2ac02658f,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1442,rep_cluster_1733,rep_cluster_2214,rep_cluster_2409,rep_cluster_910","000261__GQ900456,000784__NC_007171_00001,CP000737,AP003139,GQ900405,002395__NC_013387_00031","MOBP,MOBQ,MOBV","NC_005566_00002,CP016859_00010,AB304512_00007",,,,,,AA409,0.06,AI458,0.025
AB304512,35380,29.50819672,81613209470b7327291e45ec5fb10338,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
AP020314,34268,29.35975254,f1d543ef45a8768966ad599da72f9173,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
CP013954,24729,28.67079138,3a0938937dbf72491b7f50c54fab8b13,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
CP013956,24657,28.68962161,df4758e5b36785f4b7d48c52fcffb221,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
CP029199,24651,28.6966046,5c754269b36c7a4863dc665e19ef6b3c,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
CP030461,24661,28.6484733,08a8c4866b2846d6695d5ecfe4ce7c01,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
GQ900394,24654,28.66066358,62803132fb129d3aaa505c288c9a181e,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
NC_010419,35380,29.50819672,81613209470b7327291e45ec5fb10338,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
NC_013292,24654,28.66066358,62803132fb129d3aaa505c288c9a181e,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
AP003139,24653,28.69833286,211714364a208b3f3192c0c527fb92b1,Staphylococcus aureus subsp. aureus N315,158879,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2214","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
AP020319,34268,29.35975254,69cc74b385f4fe28d6aa2b4abb1be3e8,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2214","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
AP020321,30217,29.15577324,46d2ba58ea6b1b3fcd052bc6f07a14aa,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2214","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
AP020325,30220,29.14956982,fd03c452ad273fa5fd390f960df3b5b6,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2214","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
CP006045,24653,28.66588245,771d2c0c89083110a305bea64c14422b,Staphylococcus aureus CA-347,1323661,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2214","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
CP029079,24653,28.64965724,d19990751329cd9952a8746b12fc411f,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2214","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
CP039449,29324,28.68640022,8c48cf23e79e913e4bfb6a5782983460,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2214","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
NC_003140,24653,28.69833286,211714364a208b3f3192c0c527fb92b1,Staphylococcus aureus subsp. aureus N315,158879,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2214","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
NC_021552,24653,28.66588245,771d2c0c89083110a305bea64c14422b,Staphylococcus aureus CA-347,1323661,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2214","000261__GQ900456,CP000737,AP003139",MOBV,AB304512_00007,,,,,,AA409,0.06,AI458,0.025
CP030478,44863,29.04174933,f8eccda92004c0d3ab6e9d70b4b5a31a,Staphylococcus aureus,1280,"rep_cluster_2120,rep_cluster_2214,rep_cluster_418","GQ900449,AP003139,001753__AB125341_00033",MOBV,AB304512_00007,,,,,,AA409,0.06,AI459,0.025
CP026065,45039,30.96205511,40be7da422edd47ea0d3acb6d61ffab9,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215,rep_cluster_2214","000261__GQ900456,HF937104,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
CP028469,34104,30.28090547,975695b42833e3d703414899d70a3435,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215,rep_cluster_2214","000261__GQ900456,HF937104,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
CP028471,34104,30.28090547,975695b42833e3d703414899d70a3435,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215,rep_cluster_2214","000261__GQ900456,HF937104,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
GQ900427,35114,30.28136925,2ae55e8c3d3fb6a9e178f674804029f0,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215,rep_cluster_2214","000261__GQ900456,HF937104,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
GQ900428,35510,30.35201352,5096e7849e50fc1364ec0e8a06d90282,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215,rep_cluster_2214","000261__GQ900456,HF937104,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
GQ900430,35508,30.3537231,671e2e369db7b4486fb016f6e701691b,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215,rep_cluster_2214","000261__GQ900456,HF937104,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
NC_013340,35114,30.28136925,2ae55e8c3d3fb6a9e178f674804029f0,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215,rep_cluster_2214","000261__GQ900456,HF937104,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
NC_018965,35510,30.35201352,5096e7849e50fc1364ec0e8a06d90282,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215,rep_cluster_2214","000261__GQ900456,HF937104,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
NC_019009,35508,30.3537231,671e2e369db7b4486fb016f6e701691b,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215,rep_cluster_2214","000261__GQ900456,HF937104,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
AP014943,27490,30.68388505,d994767e73e8391fd76b50104c87ac41,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100,rep_cluster_2214","000261__GQ900456,CP000737,AP003089,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
CP009362,27491,30.68640646,41610cbe4a8be0e82a8e968ae58d5c2b,Staphylococcus aureus subsp. aureus,46170,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100,rep_cluster_2214","000261__GQ900456,CP000737,AP003089,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
CP011527,27490,30.69116042,3242acb49052acdba4ab22bf8e0d561e,Staphylococcus aureus subsp. aureus DSM 20231,1241616,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100,rep_cluster_2214","000261__GQ900456,CP000737,AP003089,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
CP020021,27617,30.65503132,3f5064989524eaa956aecfe96b10c9ac,Staphylococcus aureus subsp. aureus,46170,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100,rep_cluster_2214","000261__GQ900456,CP000737,AP003089,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
CP021906,27490,30.68752274,f2c5b04673a70f6e7a3aaa3fa2db52b3,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100,rep_cluster_2214","000261__GQ900456,CP000737,AP003089,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
CP021908,27490,30.68752274,f2c5b04673a70f6e7a3aaa3fa2db52b3,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100,rep_cluster_2214","000261__GQ900456,CP000737,AP003089,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
CP035102,27489,30.68863909,e57b9fbc913e45ff13b41f22d62cf52a,Staphylococcus aureus subsp. aureus,46170,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100,rep_cluster_2214","000261__GQ900456,CP000737,AP003089,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
CP040999,27489,30.68863909,f684fcbb65ded9dc8c6a42a83676b61a,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100,rep_cluster_2214","000261__GQ900456,CP000737,AP003089,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
GQ900385,27435,30.69801349,7576d8d8fb9946be6bd63836a50d2c50,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100,rep_cluster_2214","000261__GQ900456,CP000737,AP003089,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
NC_013322,27435,30.69801349,7576d8d8fb9946be6bd63836a50d2c50,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1733,rep_cluster_2100,rep_cluster_2214","000261__GQ900456,CP000737,AP003089,AP003139",MOBV,AB304512_00007,,,,,,AA410,0.06,AI460,0.025
GQ900405,28974,27.91468213,c923e85950ff07110a4430e88aaacf08,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_2409","000266__NC_022227_00004,GQ900405",MOBV,AB304512_00007,,,,,,AA411,0.06,AI461,0.025
NC_013331,28974,27.91468213,c923e85950ff07110a4430e88aaacf08,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_2409","000266__NC_022227_00004,GQ900405",MOBV,AB304512_00007,,,,,,AA411,0.06,AI461,0.025
CP042287,21570,28.11312007,cc48a929eaa81c5c57909646b8b8222a,Staphylococcus argenteus,985002,"rep_cluster_1733,rep_cluster_2214","BX571858,AP003139",MOBV,AB304512_00007,,,,,,AA411,0.06,AI462,0.025
AF128883,20719,28.59694001,4cf87531250a4ebb87c55b4d852d3d5d,Staphylococcus aureus,1280,"rep_cluster_1733,rep_cluster_2214","BX571858,AP003139",MOBV,AB304512_00007,,,,,,AA411,0.06,AI462,0.025
AP004832,20654,28.37706982,521a460983988828500030bcf68140cb,Staphylococcus aureus,1280,"rep_cluster_1733,rep_cluster_2214","BX571858,AP003139",MOBV,AB304512_00007,,,,,,AA411,0.06,AI462,0.025
